Region,Sector,GWP100 [kg CO2-eq/unit output]
LU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
LU,Electricity by coal,100801.66669956039
LU,Electricity by gas,839901.4076373727
LU,Electricity by nuclear,156754.30829778154
LU,Electricity by hydro,157320.92302334704
LU,Electricity by wind,122820.01097783206
LU,Electricity by petroleum and other oil derivatives,802465.2259130147
LU,Electricity by biomass and waste,2138791.123979478
LU,Electricity by solar photovoltaic,106787.20220116062
LU,Electricity by solar thermal,83999.91491912182
LU,"Electricity by tide, wave, ocean",0.0
LU,Electricity by Geothermal,83191.23493241564
LU,Electricity nec,199912.8556518633
LU,Transmission services of electricity,578836.064444563
LU,Distribution and trade services of electricity,273382.1614499584
LU,Coke oven gas,83278.08521805996
LU,Blast Furnace Gas,83267.50332601098
LU,Oxygen Steel Furnace Gas,0.0
LU,Gas Works Gas,83469.1059484204
LU,Biogas,359992.8609835617
LU,Distribution services of gaseous fuels through mains,240158.12625656446
LU,Steam and hot water supply services,118014.39762567262
LU,"Collected and purified water, distribution services of water (41)",154142.00522957576
LU,Construction work (45),163193.2996271453
LU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
LU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",178354.1053135859
LU,Retail trade services of motor fuel,92855.67776411482
LU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",157143.1308228723
LU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",182395.79934706047
LU,Hotel and restaurant services (55),250507.31138104378
LU,Railway transportation services,154945.92889536754
LU,Other land transportation services,290195.2177145587
LU,Transportation services via pipelines,242790.89613104085
LU,Sea and coastal water transportation services,7985405.829116549
LU,Inland water transportation services,132846.0319635882
LU,Air transport services (62),1847956.9302653
LU,Supporting and auxiliary transport services; travel agency services (63),820378.86850556
LU,Post and telecommunication services (64),81025.81773921306
LU,"Financial intermediation services, except insurance and pension funding services (65)",93943.50264632633
LU,"Insurance and pension funding services, except compulsory social security services (66)",71392.13331905834
LU,Services auxiliary to financial intermediation (67),114497.39212307186
LU,Real estate services (70),42701.992380382704
LU,Renting services of machinery and equipment without operator and of personal and household goods (71),166923.5307991264
LU,Computer and related services (72),97814.7205951755
LU,Research and development services (73),91389.02127063091
LU,Other business services (74),193222.52681697407
LU,Public administration and defence services; compulsory social security services (75),83215.81168063503
LU,Education services (80),45208.4929746249
LU,Health and social work services (85),247079.11534738736
LU,Food waste for treatment: incineration,104389.89650350527
LU,Paper waste for treatment: incineration,101682.28490818413
LU,Plastic waste for treatment: incineration,78003.07036427953
LU,Intert/metal waste for treatment: incineration,78005.8684244057
LU,Textiles waste for treatment: incineration,379902.34370905417
LU,Wood waste for treatment: incineration,81423.49307199776
LU,Oil/hazardous waste for treatment: incineration,82382.8694817215
LU,Food waste for treatment: biogasification and land application,125857.79308863009
LU,Paper waste for treatment: biogasification and land application,125857.79308494096
LU,Sewage sludge for treatment: biogasification and land application,125857.821410472
LU,Food waste for treatment: composting and land application,154713.8541112803
LU,Paper and wood waste for treatment: composting and land application,125857.79308560504
LU,Food waste for treatment: waste water treatment,424183.14842264407
LU,Other waste for treatment: waste water treatment,144285.28756540746
LU,Food waste for treatment: landfill,400331.07177664887
LU,Paper for treatment: landfill,409668.97015047696
LU,Plastic waste for treatment: landfill,248286.7938730621
LU,Inert/metal/hazardous waste for treatment: landfill,244674.0860634072
LU,Textiles waste for treatment: landfill,267931.8998353678
LU,Wood waste for treatment: landfill,249029.24160188145
LU,Membership organisation services n.e.c. (91),112734.5516100614
LU,"Recreational, cultural and sporting services (92)",138846.24331273304
LU,Other services (93),111773.82746405927
LU,Private households with employed persons (95),12440.103872162805
LU,Extra-territorial organizations and bodies,0.0
LV,Paddy rice,64838.79536444018
LV,Wheat,221228.69358737348
LV,Cereal grains nec,620020.6133544528
LV,"Vegetables, fruit, nuts",61963.018274247974
LV,Oil seeds,69693.80934654556
LV,"Sugar cane, sugar beet",391766.2397518362
LV,Plant-based fibers,1639099.5810314731
LV,Crops nec,91828.08020858496
LV,Cattle,59311.20965464043
LV,Pigs,55279.223593479226
LV,Poultry,552295.501352942
LV,Meat animals nec,138047.76379901575
LV,Animal products nec,178368.99745670357
LV,Raw milk,108692.89011609407
LV,"Wool, silk-worm cocoons",352388.8866287118
LV,Manure (conventional treatment),0.0
LV,Manure (biogas treatment),0.0
LV,"Products of forestry, logging and related services (02)",548217.8027266307
LV,Fish and other fishing products; services incidental of fishing (05),1436282.9346937805
LV,Anthracite,0.0
LV,Coking Coal,0.0
LV,Other Bituminous Coal,0.0
LV,Sub-Bituminous Coal,0.0
LV,Patent Fuel,14613317.983241796
LV,Lignite/Brown Coal,14613317.906704383
LV,BKB/Peat Briquettes,0.0
LV,Peat,685884.3484069384
LV,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0
LV,"Natural gas and services related to natural gas extraction, excluding surveying",0.0
LV,Natural Gas Liquids,0.0
LV,Other Hydrocarbons,0.0
LV,Uranium and thorium ores (12),0.0
LV,Iron ores,151667.3026759723
LV,Copper ores and concentrates,14602736.04027418
LV,Nickel ores and concentrates,14613318.006881349
LV,Aluminium ores and concentrates,14613318.051654506
LV,Precious metal ores and concentrates,14613318.006579906
LV,"Lead, zinc and tin ores and concentrates",151667.30267600084
LV,Other non-ferrous metal ores and concentrates,0.0
LV,Stone,270777.5051713382
LV,Sand and clay,280554.27149147727
LV,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",242738.9108949857
LV,Products of meat cattle,228626.8817816024
LV,Products of meat pigs,202747.53460193006
LV,Products of meat poultry,258997.27022723318
LV,Meat products nec,283842.59589817823
LV,products of Vegetable oils and fats,401309.5384507559
LV,Dairy products,245802.38801452765
LV,Processed rice,6047440.242825252
LV,Sugar,242512.38645652268
LV,Food products nec,208319.05479117238
LV,Beverages,290238.55101261614
LV,Fish products,322840.73926860513
LV,Tobacco products (16),131731.98333881915
LV,Textiles (17),429979.2789826498
LV,Wearing apparel; furs (18),341877.6104299986
LV,Leather and leather products (19),268606.9607921972
LV,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),364909.61103414383
LV,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
LV,Pulp,355385.9238086512
LV,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
LV,Paper and paper products,301535.9062452781
LV,Printed matter and recorded media (22),138278.3623610195
LV,Coke Oven Coke,0.0
LV,Gas Coke,0.0
LV,Coal Tar,0.0
LV,Motor Gasoline,0.0
LV,Aviation Gasoline,0.0
LV,Gasoline Type Jet Fuel,581826.2557184902
LV,Kerosene Type Jet Fuel,0.0
LV,Kerosene,0.0
LV,Gas/Diesel Oil,331878.2898981135
LV,Heavy Fuel Oil,274279.4608714917
LV,Refinery Gas,0.0
LV,Liquefied Petroleum Gases (LPG),0.0
LV,Refinery Feedstocks,0.0
LV,Ethane,0.0
LV,Naphtha,0.0
LV,White Spirit & SBP,0.0
LV,Lubricants,370602.1262899187
LV,Bitumen,0.0
LV,Paraffin Waxes,0.0
LV,Petroleum Coke,305073.76867408893
LV,Non-specified Petroleum Products,320629.26409460395
LV,Nuclear fuel,266343.65191947814
LV,"Plastics, basic",326561.25807576015
LV,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
LV,N-fertiliser,457538.056432677
LV,P- and other fertiliser,312027.25379788835
LV,Chemicals nec,1360034.2995241603
LV,Charcoal,817294.8389936594
LV,Additives/Blending Components,0.0
LV,Biogasoline,743781.9553321232
LV,Biodiesels,895067.2393975669
LV,Other Liquid Biofuels,1426852.8952828909
LV,Rubber and plastic products (25),224869.2686529292
LV,Glass and glass products,2944804.7402222673
LV,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
LV,Ceramic goods,4497263.634364941
LV,"Bricks, tiles and construction products, in baked clay",2555135.4160193596
LV,"Cement, lime and plaster",1249698.433621298
LV,"Ash for treatment, Re-processing of ash into clinker",0.0
LV,Other non-metallic mineral products,1451507.824653775
LV,Basic iron and steel and of ferro-alloys and first products thereof,226375.66396084658
LV,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
LV,Precious metals,1807842.36519087
LV,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
LV,Aluminium and aluminium products,375441.8478056724
LV,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
LV,"Lead, zinc and tin and products thereof",623464.7187316696
LV,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
LV,Copper products,333942.110433682
LV,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
LV,Other non-ferrous metal products,294578.8841661859
LV,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
LV,Foundry work services,515843.4865157422
LV,"Fabricated metal products, except machinery and equipment (28)",171811.81319069883
LV,Machinery and equipment n.e.c. (29),516528.4943867297
LV,Office machinery and computers (30),125670.91224512049
LV,Electrical machinery and apparatus n.e.c. (31),213927.8354933333
LV,"Radio, television and communication equipment and apparatus (32)",209301.89353371903
LV,"Medical, precision and optical instruments, watches and clocks (33)",213328.82575999154
LV,"Motor vehicles, trailers and semi-trailers (34)",331737.2010292378
LV,Other transport equipment (35),170461.05421744977
LV,Furniture; other manufactured goods n.e.c. (36),247203.19722695387
LV,Secondary raw materials,146469.54568803223
LV,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
LV,Electricity by coal,558043.5333191764
LV,Electricity by gas,528040.8967604616
LV,Electricity by nuclear,0.0
LV,Electricity by hydro,154913.1595928899
LV,Electricity by wind,179842.49132769823
LV,Electricity by petroleum and other oil derivatives,241083.97392465535
LV,Electricity by biomass and waste,2127961.635817424
LV,Electricity by solar photovoltaic,0.0
LV,Electricity by solar thermal,0.0
LV,"Electricity by tide, wave, ocean",0.0
LV,Electricity by Geothermal,0.0
LV,Electricity nec,0.0
LV,Transmission services of electricity,674691.683604926
LV,Distribution and trade services of electricity,1018934.0926424888
LV,Coke oven gas,0.0
LV,Blast Furnace Gas,0.0
LV,Oxygen Steel Furnace Gas,0.0
LV,Gas Works Gas,0.0
LV,Biogas,189116.80399009652
LV,Distribution services of gaseous fuels through mains,195542.35583016044
LV,Steam and hot water supply services,98473263.23005837
LV,"Collected and purified water, distribution services of water (41)",1815521.2668610308
LV,Construction work (45),305187.43454752513
LV,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
LV,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",136662.47573634883
LV,Retail trade services of motor fuel,172325.8685156215
LV,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",280727.36114734685
LV,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",198020.83644441757
LV,Hotel and restaurant services (55),104038.67259590233
LV,Railway transportation services,380953.75687632407
LV,Other land transportation services,256435.75472709772
LV,Transportation services via pipelines,31383276.085484717
LV,Sea and coastal water transportation services,7607088.770684616
LV,Inland water transportation services,77944488.76568809
